Gestion;2014;;;;;;;;;;;;;;;;;;;
Type budget;Budget général;;;;;;;;;;;;;;;;;;;
;;;;;Données;;;;;;;;;;;;;;;
Sécurités;161;14;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;6 546 741;6 192 527;0;6 192 527;6 546 741;6 192 527;0;6 192 527;;;;;;;;
Sécurités;176;01;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 106 168 779;1 139 287 101;0;1 139 287 101;1 106 168 779;1 139 287 101;0;1 139 287 101;;;;;;;;
Sécurités;176;02;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 032 880 439;3 083 440 679;0;3 083 440 679;3 032 880 439;3 083 440 679;0;3 083 440 679;;;;;;;;
Sécurités;176;03;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;531 848 795;531 602 597;0;531 602 597;531 848 795;531 602 597;0;531 602 597;;;;;;;;
Sécurités;176;04;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;665 210 733;657 374 361;0;657 374 361;665 210 733;657 374 361;0;657 374 361;;;;;;;;
Sécurités;176;05;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 429 438 033;2 436 865 823;0;2 436 865 823;2 429 438 033;2 436 865 823;0;2 436 865 823;;;;;;;;
Sécurités;176;06;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 846 787 389;1 751 786 040;0;1 751 786 040;1 756 291 651;1 806 057 682;0;1 806 057 682;;;;;;;;
Sécurités;207;01;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;81 345 081;85 060 063;0;85 060 063;81 345 081;85 060 063;0;85 060 063;;;;;;;;
Sécurités;207;02;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;23 580 000;20 300 000;0;20 300 000;23 580 000;20 300 000;0;20 300 000;;;;;;;;
Sécurités;207;03;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;24 723 000;23 650 000;0;23 650 000;24 723 000;23 650 000;0;23 650 000;;;;;;;;
Solidarité, insertion et égalité des chances;106;01;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;15 304 444;9 608 199;0;9 608 199;15 304 444;9 608 199;0;9 608 199;;;;;;;;
Solidarité, insertion et égalité des chances;106;02;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;70 000;0;0;0;70 000;0;0;0;;;;;;;;
Solidarité, insertion et égalité des chances;106;03;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;230 102 878;238 835 228;0;238 835 228;230 102 878;238 835 228;0;238 835 228;;;;;;;;
Solidarité, insertion et égalité des chances;124;10;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;23 029 874;21 670 161;0;21 670 161;23 076 444;21 670 161;0;21 670 161;;;;;;;;
Solidarité, insertion et égalité des chances;124;11;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;28 743 290;25 133 290;0;25 133 290;26 043 290;25 133 290;0;25 133 290;;;;;;;;
Solidarité, insertion et égalité des chances;124;12;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;85 720 000;52 782 000;0;52 782 000;91 220 000;75 362 000;0;75 362 000;;;;;;;;
Solidarité, insertion et égalité des chances;124;13;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;7 800 000;7 480 000;0;7 480 000;7 800 000;7 480 000;0;7 480 000;;;;;;;;
Solidarité, insertion et égalité des chances;124;14;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;7 450 879;6 152 844;0;6 152 844;7 450 879;6 152 844;0;6 152 844;;;;;;;;
Solidarité, insertion et égalité des chances;124;15;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;7 252 693;6 957 785;0;6 957 785;7 252 693;6 957 785;0;6 957 785;;;;;;;;
Solidarité, insertion et égalité des chances;124;16;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;11 118 054;10 673 332;0;10 673 332;11 118 054;10 673 332;0;10 673 332;;;;;;;;
Solidarité, insertion et égalité des chances;124;17;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;591 125 000;590 497 810;0;590 497 810;591 125 000;590 497 810;0;590 497 810;;;;;;;;
Solidarité, insertion et égalité des chances;124;18;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;265 618 949;258 902 337;0;258 902 337;265 618 949;258 902 337;0;258 902 337;;;;;;;;
Solidarité, insertion et égalité des chances;124;19;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;296 912 138;295 839 115;0;295 839 115;296 912 138;295 839 115;0;295 839 115;;;;;;;;
Solidarité, insertion et égalité des chances;124;20;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;10 991 435;11 235 454;0;11 235 454;10 991 435;11 235 454;0;11 235 454;;;;;;;;
Solidarité, insertion et égalité des chances;124;21;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;69 086 707;68 952 935;0;68 952 935;69 086 707;68 952 935;0;68 952 935;;;;;;;;
Solidarité, insertion et égalité des chances;124;22;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;131 939 555;134 262 784;0;134 262 784;131 939 555;134 262 784;0;134 262 784;;;;;;;;
Solidarité, insertion et égalité des chances;124;23;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;21 142 500;23 370 373;0;23 370 373;21 142 500;23 370 373;0;23 370 373;;;;;;;;
Solidarité, insertion et égalité des chances;137;11;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 893 858;1 942 841;0;1 942 841;1 893 858;1 942 841;0;1 942 841;;;;;;;;
Solidarité, insertion et égalité des chances;137;12;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;14 672 739;13 897 922;0;13 897 922;14 672 739;13 897 922;0;13 897 922;;;;;;;;
Solidarité, insertion et égalité des chances;137;13;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;577 381;1 499 993;0;1 499 993;577 381;1 499 993;0;1 499 993;;;;;;;;
Solidarité, insertion et égalité des chances;137;14;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;6 317 500;4 525 213;0;4 525 213;6 317 500;4 525 213;0;4 525 213;;;;;;;;
Solidarité, insertion et égalité des chances;137;15;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;0;2 398 409;0;2 398 409;0;2 398 409;0;2 398 409;;;;;;;;
Solidarité, insertion et égalité des chances;157;01;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;63 275 783;64 378 040;0;64 378 040;63 275 783;64 378 040;0;64 378 040;;;;;;;;
Solidarité, insertion et égalité des chances;157;02;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 678 737 285;2 706 563 591;0;2 706 563 591;2 678 737 285;2 706 563 591;0;2 706 563 591;;;;;;;;
Solidarité, insertion et égalité des chances;157;03;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;8 404 845 274;8 648 265 577;0;8 648 265 577;8 404 845 274;8 648 265 577;0;8 648 265 577;;;;;;;;
Solidarité, insertion et égalité des chances;157;04;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;15 979 373;15 813 429;0;15 813 429;15 979 373;15 813 429;0;15 813 429;;;;;;;;
Solidarité, insertion et égalité des chances;157;05;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 515 030;2 360 000;0;2 360 000;2 515 030;2 360 000;0;2 360 000;;;;;;;;
Solidarité, insertion et égalité des chances;157;06;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 885 620;4 062 116;0;4 062 116;3 885 620;4 062 116;0;4 062 116;;;;;;;;
Solidarité, insertion et égalité des chances;304;11;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;372 970 000;544 000 000;0;544 000 000;372 970 000;544 000 000;0;544 000 000;;;;;;;;
Solidarité, insertion et égalité des chances;304;12;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;5 083 760;5 000 000;0;5 000 000;5 083 760;5 000 000;0;5 000 000;;;;;;;;
Solidarité, insertion et égalité des chances;304;13;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 177 087;981 487;0;981 487;1 177 087;981 487;0;981 487;;;;;;;;
Solidarité, insertion et égalité des chances;304;14;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;23 182 288;23 382 392;0;23 382 392;23 182 288;23 382 392;0;23 382 392;;;;;;;;
Solidarité, insertion et égalité des chances;304;15;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 076 571;2 076 571;0;2 076 571;2 076 571;2 076 571;0;2 076 571;;;;;;;;
Sport, jeunesse et vie associative;163;01;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;13 333 690;12 684 140;0;12 684 140;13 333 690;12 684 140;0;12 684 140;;;;;;;;
Sport, jeunesse et vie associative;163;02;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;73 563 360;70 615 860;0;70 615 860;73 563 360;70 615 860;0;70 615 860;;;;;;;;
Sport, jeunesse et vie associative;163;04;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;144 954 100;146 000 000;0;146 000 000;144 954 100;146 000 000;0;146 000 000;;;;;;;;
Sport, jeunesse et vie associative;219;01;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;14 830 266;7 167 694;0;7 167 694;14 830 266;7 167 694;0;7 167 694;;;;;;;;
Sport, jeunesse et vie associative;219;02;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;166 199 791;171 304 163;0;171 304 163;172 951 101;177 705 728;0;177 705 728;;;;;;;;
Sport, jeunesse et vie associative;219;03;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;19 081 937;18 776 613;0;18 776 613;19 081 937;18 776 613;0;18 776 613;;;;;;;;
Sport, jeunesse et vie associative;219;04;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;31 094 535;27 487 965;0;27 487 965;31 094 535;27 487 965;0;27 487 965;;;;;;;;
Sport, jeunesse et vie associative;411;01;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;0;100 000 000;0;100 000 000;0;100 000 000;0;100 000 000;;;;;;;;
Travail et emploi;102;01;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 589 470 500;2 950 700 000;0;2 950 700 000;2 598 470 500;2 964 700 000;0;2 964 700 000;;;;;;;;
Travail et emploi;102;01;01;Indemnisation des demandeurs d'emploi;1 068 304 500;1 387 700 000;0;1 387 700 000;1 068 304 500;1 387 700 000;0;1 387 700 000;;;;;;;;
Travail et emploi;102;01;02;Coordination du service public de l'emploi;1 521 166 000;1 563 000 000;0;1 563 000 000;1 530 166 000;1 577 000 000;0;1 577 000 000;;;;;;;;
Travail et emploi;102;02;;Coordination du service public de l'emploi;5 233 207 927;4 597 995 177;0;4 597 995 177;3 117 124 180;4 257 756 000;0;4 257 756 000;;;;;;;;
Travail et emploi;102;02;01;Insertion dans l'emploi au moyen de contrats aidés;4 326 802 608;3 659 434 803;0;3 659 434 803;2 210 718 861;3 315 595 626;0;3 315 595 626;;;;;;;;
Travail et emploi;102;02;02;Accompagnement des publics les plus en difficultés;906 405 319;938 560 374;0;938 560 374;906 405 319;942 160 374;0;942 160 374;;;;;;;;
Travail et emploi;103;01;;Accompagnement des publics les plus en difficultés;332 415 791;1 638 451 571;0;1 638 451 571;368 242 761;869 278 541;0;869 278 541;;;;;;;;
Travail et emploi;103;01;01;Anticipation des mutations et gestion active des ressources humaines;42 594 000;1 276 334 600;0;1 276 334 600;77 594 000;507 161 570;0;507 161 570;;;;;;;;
Travail et emploi;103;01;02;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;289 821 791;362 116 971;0;362 116 971;290 648 761;362 116 971;0;362 116 971;;;;;;;;
Travail et emploi;103;02;;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;3 073 887 537;1 787 636 719;0;1 787 636 719;3 073 887 537;1 787 636 719;0;1 787 636 719;;;;;;;;
Travail et emploi;103;02;03;Reconnaissance des compétences acquises par les personnes;62 486 000;6 770 000;0;6 770 000;62 486 000;6 770 000;0;6 770 000;;;;;;;;
Travail et emploi;103;02;04;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;3 011 401 537;1 780 866 719;0;1 780 866 719;3 011 401 537;1 780 866 719;0;1 780 866 719;;;;;;;;
Travail et emploi;103;03;;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;315 301 326;265 063 371;0;265 063 371;296 911 416;257 173 461;0;257 173 461;;;;;;;;
Travail et emploi;103;03;01;Baisse du coût du travail pour faciliter le développement de territoires et de secteurs à forts potentiels d'emploi;195 900 916;122 673 461;0;122 673 461;195 900 916;122 673 461;0;122 673 461;;;;;;;;
Travail et emploi;103;03;02;Promotion de l'activité;119 400 410;142 389 910;0;142 389 910;101 010 500;134 500 000;0;134 500 000;;;;;;;;
Travail et emploi;111;01;;Promotion de l'activité;26 590 000;27 110 000;0;27 110 000;27 238 265;25 880 000;0;25 880 000;;;;;;;;
Travail et emploi;111;02;;Promotion de l'activité;45 032 900;19 268 500;0;19 268 500;19 153 900;15 777 000;0;15 777 000;;;;;;;;
Travail et emploi;111;03;;Promotion de l'activité;6 946 757;77 065 102;0;77 065 102;32 427 553;29 240 321;0;29 240 321;;;;;;;;
Travail et emploi;111;04;;Promotion de l'activité;0;0;0;0;0;0;0;0;;;;;;;;
Travail et emploi;111;05;;Promotion de l'activité;0;0;0;0;0;0;0;0;;;;;;;;
Travail et emploi;155;02;;Promotion de l'activité;102 457 198;98 541 313;0;98 541 313;102 457 198;98 541 313;0;98 541 313;;;;;;;;
Travail et emploi;155;03;;Promotion de l'activité;92 435 551;94 769 343;0;94 769 343;92 435 551;94 769 343;0;94 769 343;;;;;;;;
Travail et emploi;155;04;;Promotion de l'activité;290 491 161;293 830 647;0;293 830 647;290 491 161;293 830 647;0;293 830 647;;;;;;;;
Travail et emploi;155;05;;Promotion de l'activité;299 896 957;254 952 385;0;254 952 385;262 701 957;265 115 288;0;265 115 288;;;;;;;;
Travail et emploi;155;06;;Promotion de l'activité;34 677 726;34 381 083;0;34 381 083;34 582 726;34 288 583;0;34 288 583;;;;;;;;
Travail et emploi;155;07;;Promotion de l'activité;0;0;0;0;0;0;0;0;;;;;;;;
Travail et emploi;412;01;;Promotion de l'activité;0;150 000 000;0;150 000 000;0;150 000 000;0;150 000 000;;;;;;;;
