Gestion;2014;;;;;;;;;;;;;;;;;;;
Type budget;Budget général;;;;;;;;;;;;;;;;;;;
;;;;Données;;;;;;;;;;;;;;;;
Outre-mer;138;02;6;28 822 945;28 823 947;0;28 823 947;28 822 945;28 823 947;0;28 823 947;;;;;;;;;
Outre-mer;138;03;3;2 904 000;2 904 000;0;2 904 000;2 904 000;2 904 000;0;2 904 000;;;;;;;;;
Politique des territoires;112;01;3;7 100 000;6 997 765;0;6 997 765;7 100 000;6 997 765;0;6 997 765;;;;;;;;;
Politique des territoires;112;01;6;96 700 000;104 188 000;0;104 188 000;107 100 000;100 936 000;0;100 936 000;;;;;;;;;
Politique des territoires;112;02;6;133 060 000;110 470 785;0;110 470 785;140 095 583;124 899 583;0;124 899 583;;;;;;;;;
Politique des territoires;112;04;2;10 310 000;10 415 000;0;10 415 000;10 310 000;10 415 000;0;10 415 000;;;;;;;;;
Politique des territoires;112;04;3;9 170 000;8 750 000;0;8 750 000;9 170 000;8 750 000;0;8 750 000;;;;;;;;;
Politique des territoires;112;04;5;0;50 000;0;50 000;0;50 000;0;50 000;;;;;;;;;
Politique des territoires;112;04;6;6 000 000;5 000 000;0;5 000 000;6 000 000;5 000 000;0;5 000 000;;;;;;;;;
Politique des territoires;162;02;3;1 485 000;1 410 000;0;1 410 000;1 485 000;1 410 000;0;1 410 000;;;;;;;;;
Politique des territoires;162;02;5;15 000;0;0;0;15 000;0;0;0;;;;;;;;;
Politique des territoires;162;02;6;9 863 017;5 991 636;0;5 991 636;8 405 202;5 838 957;0;5 838 957;;;;;;;;;
Politique des territoires;162;04;6;22 157 256;22 232 561;0;22 232 561;23 156 007;23 234 914;0;23 234 914;;;;;;;;;
Politique des territoires;162;06;6;4 763 795;4 779 986;0;4 779 986;5 113 866;5 131 292;0;5 131 292;;;;;;;;;
Politique des territoires;162;08;3;1 388 390;1 914 112;0;1 914 112;1 388 387;1 914 112;0;1 914 112;;;;;;;;;
Politique des territoires;162;08;6;1 520 115;800 000;0;800 000;1 520 089;800 000;0;800 000;;;;;;;;;
Pouvoirs publics;501;01;1;103 483 252;101 660 000;0;101 660 000;103 483 252;101 660 000;0;101 660 000;;;;;;;;;
Pouvoirs publics;511;01;1;517 890 000;517 890 000;0;517 890 000;517 890 000;517 890 000;0;517 890 000;;;;;;;;;
Pouvoirs publics;521;01;1;311 577 800;311 627 700;0;311 627 700;311 577 800;311 627 700;0;311 627 700;;;;;;;;;
Pouvoirs publics;521;02;1;12 006 800;11 956 900;0;11 956 900;12 006 800;11 956 900;0;11 956 900;;;;;;;;;
Pouvoirs publics;521;03;1;0;0;0;0;0;0;0;0;;;;;;;;;
Pouvoirs publics;531;01;1;10 888 000;10 776 000;0;10 776 000;10 888 000;10 776 000;0;10 776 000;;;;;;;;;
Pouvoirs publics;532;01;1;0;0;0;0;0;0;0;0;;;;;;;;;
Pouvoirs publics;533;01;1;921 725;866 600;0;866 600;921 725;866 600;0;866 600;;;;;;;;;
Pouvoirs publics;541;01;1;16 641 162;16 641 162;0;16 641 162;16 641 162;16 641 162;0;16 641 162;;;;;;;;;
Pouvoirs publics;541;02;1;17 857 000;18 569 000;0;18 569 000;17 857 000;18 569 000;0;18 569 000;;;;;;;;;
Pouvoirs publics;542;01;1;0;0;0;0;0;0;0;0;;;;;;;;;
Provisions;551;01;2;0;0;0;0;0;0;0;0;;;;;;;;;
Provisions;552;01;3;334 150 749;455 602 418;0;455 602 418;34 150 749;155 602 418;0;155 602 418;;;;;;;;;
Recherche et enseignement supérieur;142;01;2;185 488 371;188 371 035;0;188 371 035;185 488 371;188 371 035;0;188 371 035;;;;;;;;;
Recherche et enseignement supérieur;142;01;3;37 658 445;40 483 224;0;40 483 224;39 258 445;40 483 224;0;40 483 224;;;;;;;;;
Recherche et enseignement supérieur;142;01;6;39 660 295;39 460 295;0;39 460 295;39 660 295;39 460 295;0;39 460 295;;;;;;;;;
Recherche et enseignement supérieur;142;01;7;96 590 000;8 240 000;0;8 240 000;8 030 000;8 240 000;0;8 240 000;;;;;;;;;
Recherche et enseignement supérieur;142;02;2;2 541 721;2 541 721;0;2 541 721;2 541 721;2 541 721;0;2 541 721;;;;;;;;;
Recherche et enseignement supérieur;142;02;3;27 321 000;27 799 000;0;27 799 000;27 321 000;27 799 000;0;27 799 000;;;;;;;;;
Recherche et enseignement supérieur;142;02;6;6 173 927;5 545 927;0;5 545 927;6 173 927;5 545 927;0;5 545 927;;;;;;;;;
Recherche et enseignement supérieur;150;01;2;27 567 513;26 777 433;0;26 777 433;27 567 513;26 777 433;0;26 777 433;;;;;;;;;
Recherche et enseignement supérieur;150;01;3;2 748 654 095;2 816 026 353;0;2 816 026 353;2 748 654 095;2 816 026 353;0;2 816 026 353;;;;;;;;;
Recherche et enseignement supérieur;150;02;2;175 304 221;142 449 148;0;142 449 148;175 304 221;142 449 148;0;142 449 148;;;;;;;;;
Recherche et enseignement supérieur;150;02;3;2 190 678 106;2 233 320 899;0;2 233 320 899;2 190 678 106;2 233 320 899;0;2 233 320 899;;;;;;;;;
Recherche et enseignement supérieur;150;02;6;1 000;0;0;0;1 000;0;0;0;;;;;;;;;
Recherche et enseignement supérieur;150;03;2;14 061 586;11 455 243;0;11 455 243;14 061 586;11 455 243;0;11 455 243;;;;;;;;;
Recherche et enseignement supérieur;150;03;3;333 045 898;336 355 800;0;336 355 800;333 045 898;336 355 800;0;336 355 800;;;;;;;;;
Recherche et enseignement supérieur;150;03;6;5 863 093;5 863 093;0;5 863 093;5 863 093;5 863 093;0;5 863 093;;;;;;;;;
Recherche et enseignement supérieur;150;04;2;0;0;0;0;0;0;0;0;;;;;;;;;
Recherche et enseignement supérieur;150;04;6;84 485 852;79 595 852;0;79 595 852;84 485 852;79 595 852;0;79 595 852;;;;;;;;;
Recherche et enseignement supérieur;150;05;2;35 933 317;29 273 007;0;29 273 007;35 933 317;29 273 007;0;29 273 007;;;;;;;;;
Recherche et enseignement supérieur;150;05;3;397 329 096;403 691 953;0;403 691 953;397 329 096;403 691 953;0;403 691 953;;;;;;;;;
Recherche et enseignement supérieur;150;05;6;567 000;567 000;0;567 000;567 000;567 000;0;567 000;;;;;;;;;
Recherche et enseignement supérieur;150;06;2;31 057 529;25 300 955;0;25 300 955;31 057 529;25 300 955;0;25 300 955;;;;;;;;;
Recherche et enseignement supérieur;150;06;3;738 779 304;745 412 850;0;745 412 850;738 779 304;745 412 850;0;745 412 850;;;;;;;;;
Recherche et enseignement supérieur;150;07;2;18 955 242;15 441 851;0;15 441 851;18 955 242;15 441 851;0;15 441 851;;;;;;;;;
Recherche et enseignement supérieur;150;07;3;351 168 324;354 892 320;0;354 892 320;351 168 324;354 892 320;0;354 892 320;;;;;;;;;
Recherche et enseignement supérieur;150;08;2;58 951 382;48 024 628;0;48 024 628;58 951 382;48 024 628;0;48 024 628;;;;;;;;;
Recherche et enseignement supérieur;150;08;3;489 785 681;501 175 952;0;501 175 952;489 785 681;501 175 952;0;501 175 952;;;;;;;;;
Recherche et enseignement supérieur;150;09;2;524 311;427 129;0;427 129;524 311;427 129;0;427 129;;;;;;;;;
Recherche et enseignement supérieur;150;09;3;12 796 603;12 933 491;0;12 933 491;12 796 603;12 933 491;0;12 933 491;;;;;;;;;
Recherche et enseignement supérieur;150;10;2;34 983 255;28 499 041;0;28 499 041;34 983 255;28 499 041;0;28 499 041;;;;;;;;;
Recherche et enseignement supérieur;150;10;3;131 036 411;137 320 824;0;137 320 824;131 036 411;137 320 824;0;137 320 824;;;;;;;;;
Recherche et enseignement supérieur;150;11;2;25 850 511;21 059 068;0;21 059 068;25 850 511;21 059 068;0;21 059 068;;;;;;;;;
Recherche et enseignement supérieur;150;11;3;950 264 590;964 065 347;0;964 065 347;950 264 590;964 065 347;0;964 065 347;;;;;;;;;
Recherche et enseignement supérieur;150;11;6;5 000;0;0;0;5 000;0;0;0;;;;;;;;;
Recherche et enseignement supérieur;150;12;2;30 684 573;24 997 128;0;24 997 128;30 684 573;24 997 128;0;24 997 128;;;;;;;;;
Recherche et enseignement supérieur;150;12;3;900 959 606;900 503 650;0;900 503 650;900 959 606;900 503 650;0;900 503 650;;;;;;;;;
Recherche et enseignement supérieur;150;13;2;31 699 884;25 824 248;0;25 824 248;31 699 884;25 824 248;0;25 824 248;;;;;;;;;
Recherche et enseignement supérieur;150;13;3;77 865 058;82 089 753;0;82 089 753;77 865 058;82 089 753;0;82 089 753;;;;;;;;;
Recherche et enseignement supérieur;150;13;6;19 190;16 190;0;16 190;19 190;16 190;0;16 190;;;;;;;;;
Recherche et enseignement supérieur;150;14;2;60 598 689;49 366 603;0;49 366 603;60 598 689;49 366 603;0;49 366 603;;;;;;;;;
Recherche et enseignement supérieur;150;14;3;877 108 336;887 286 175;0;887 286 175;884 254 690;894 432 529;0;894 432 529;;;;;;;;;
Recherche et enseignement supérieur;150;14;5;85 650 000;0;0;0;106 161 080;111 121 000;0;111 121 000;;;;;;;;;
Recherche et enseignement supérieur;150;14;7;285 193 000;142 492 146;0;142 492 146;301 121 844;268 546 459;0;268 546 459;;;;;;;;;
Recherche et enseignement supérieur;150;15;2;161 543 993;132 333 775;0;132 333 775;161 543 993;132 333 775;0;132 333 775;;;;;;;;;
Recherche et enseignement supérieur;150;15;3;1 332 853 696;1 366 113 192;0;1 366 113 192;1 332 853 696;1 366 113 192;0;1 366 113 192;;;;;;;;;
Recherche et enseignement supérieur;150;15;6;8 000 426;7 945 426;0;7 945 426;8 000 426;7 945 426;0;7 945 426;;;;;;;;;
Recherche et enseignement supérieur;172;01;3;16 764 055;19 194 195;0;19 194 195;16 764 055;19 194 195;0;19 194 195;;;;;;;;;
Recherche et enseignement supérieur;172;01;6;134 933 558;127 549 248;0;127 549 248;134 933 558;127 549 248;0;127 549 248;;;;;;;;;
Recherche et enseignement supérieur;172;02;3;30 500 000;30 000 000;0;30 000 000;30 500 000;30 000 000;0;30 000 000;;;;;;;;;
Recherche et enseignement supérieur;172;02;6;656 154 491;575 154 491;0;575 154 491;656 154 491;575 154 491;0;575 154 491;;;;;;;;;
Recherche et enseignement supérieur;172;05;3;1 117 748 154;1 114 749 182;0;1 114 749 182;1 117 748 154;1 114 749 182;0;1 114 749 182;;;;;;;;;
Recherche et enseignement supérieur;172;05;6;103 159 868;103 169 663;0;103 169 663;103 159 868;103 169 663;0;103 169 663;;;;;;;;;
Recherche et enseignement supérieur;172;06;3;524 217 481;522 038 720;0;522 038 720;524 217 481;522 038 720;0;522 038 720;;;;;;;;;
Recherche et enseignement supérieur;172;06;6;581 000;581 000;0;581 000;581 000;581 000;0;581 000;;;;;;;;;
Recherche et enseignement supérieur;172;07;3;581 309 734;578 992 894;0;578 992 894;581 309 734;578 992 894;0;578 992 894;;;;;;;;;
Recherche et enseignement supérieur;172;07;6;92 000 000;96 000 000;0;96 000 000;92 000 000;96 000 000;0;96 000 000;;;;;;;;;
Recherche et enseignement supérieur;172;08;3;225 685 179;224 750 812;0;224 750 812;225 685 179;224 750 812;0;224 750 812;;;;;;;;;
Recherche et enseignement supérieur;172;08;6;118 323 620;118 323 620;0;118 323 620;118 323 620;118 323 620;0;118 323 620;;;;;;;;;
Recherche et enseignement supérieur;172;09;3;284 396 519;283 305 808;0;283 305 808;284 396 519;283 305 808;0;283 305 808;;;;;;;;;
Recherche et enseignement supérieur;172;09;6;29 795 686;29 795 686;0;29 795 686;29 795 686;29 795 686;0;29 795 686;;;;;;;;;
Recherche et enseignement supérieur;172;10;3;329 635 200;328 420 707;0;328 420 707;329 635 200;328 420 707;0;328 420 707;;;;;;;;;
Recherche et enseignement supérieur;172;10;6;1 294 621;1 254 875;0;1 254 875;1 294 621;1 254 875;0;1 254 875;;;;;;;;;
Recherche et enseignement supérieur;172;11;3;62 706 000;62 420 918;0;62 420 918;62 706 000;62 420 918;0;62 420 918;;;;;;;;;
Recherche et enseignement supérieur;172;12;3;78 865 241;78 639 878;0;78 639 878;78 865 241;78 639 878;0;78 639 878;;;;;;;;;
Recherche et enseignement supérieur;172;13;3;229 546 000;227 693 000;0;227 693 000;229 546 000;227 693 000;0;227 693 000;;;;;;;;;
Recherche et enseignement supérieur;172;13;6;14 700 000;14 700 000;0;14 700 000;14 700 000;14 700 000;0;14 700 000;;;;;;;;;
Recherche et enseignement supérieur;172;14;3;526 456 882;524 917 545;0;524 917 545;526 456 882;524 917 545;0;524 917 545;;;;;;;;;
Recherche et enseignement supérieur;186;01;3;2 891 206;2 888 203;0;2 888 203;2 891 206;2 888 203;0;2 888 203;;;;;;;;;
Recherche et enseignement supérieur;186;01;5;353 124;353 125;0;353 125;353 124;353 125;0;353 125;;;;;;;;;
Recherche et enseignement supérieur;186;01;6;4 187 907;4 183 910;0;4 183 910;4 187 907;4 183 910;0;4 183 910;;;;;;;;;
Recherche et enseignement supérieur;186;01;7;1 309 412;1 312 412;0;1 312 412;1 309 412;1 312 412;0;1 312 412;;;;;;;;;
Recherche et enseignement supérieur;186;03;3;103 209 227;97 799 842;0;97 799 842;103 209 227;97 799 842;0;97 799 842;;;;;;;;;
Recherche et enseignement supérieur;186;03;5;0;0;0;0;0;0;0;0;;;;;;;;;
Recherche et enseignement supérieur;186;03;6;15 300;0;0;0;15 300;0;0;0;;;;;;;;;
Recherche et enseignement supérieur;186;03;7;3 626 000;6 053 480;0;6 053 480;6 626 000;7 953 480;0;7 953 480;;;;;;;;;
Recherche et enseignement supérieur;187;01;3;282 051 181;280 507 145;0;280 507 145;282 051 181;280 507 145;0;280 507 145;;;;;;;;;
Recherche et enseignement supérieur;187;02;3;282 472 013;281 416 543;0;281 416 543;282 472 013;281 416 543;0;281 416 543;;;;;;;;;
Recherche et enseignement supérieur;187;03;3;89 827 753;89 288 148;0;89 288 148;89 827 753;89 288 148;0;89 288 148;;;;;;;;;
Recherche et enseignement supérieur;187;04;3;73 877 125;73 651 361;0;73 651 361;73 877 125;73 651 361;0;73 651 361;;;;;;;;;
Recherche et enseignement supérieur;187;05;3;175 148 805;174 347 131;0;174 347 131;175 148 805;174 347 131;0;174 347 131;;;;;;;;;
Recherche et enseignement supérieur;187;06;3;75 410 292;74 832 211;0;74 832 211;75 410 292;74 832 211;0;74 832 211;;;;;;;;;
Recherche et enseignement supérieur;187;07;3;47 651 000;49 504 000;0;49 504 000;47 651 000;49 504 000;0;49 504 000;;;;;;;;;
Recherche et enseignement supérieur;187;08;3;255 333 964;254 031 372;0;254 031 372;255 333 964;254 031 372;0;254 031 372;;;;;;;;;
Recherche et enseignement supérieur;190;10;3;667 600 000;658 600 000;0;658 600 000;667 600 000;658 600 000;0;658 600 000;;;;;;;;;
Recherche et enseignement supérieur;190;10;6;500 000;500 000;0;500 000;500 000;500 000;0;500 000;;;;;;;;;
Recherche et enseignement supérieur;190;11;3;214 588 070;193 278 767;0;193 278 767;214 588 070;193 278 767;0;193 278 767;;;;;;;;;
Recherche et enseignement supérieur;190;12;3;89 500 000;88 376 399;0;88 376 399;89 500 000;88 376 399;0;88 376 399;;;;;;;;;
Recherche et enseignement supérieur;190;12;6;22 910 000;22 000 000;0;22 000 000;22 910 000;22 000 000;0;22 000 000;;;;;;;;;
Recherche et enseignement supérieur;190;13;3;31 400 000;28 900 000;0;28 900 000;32 200 000;29 400 000;0;29 400 000;;;;;;;;;
Recherche et enseignement supérieur;190;13;6;8 000 000;3 000 000;0;3 000 000;10 500 000;8 500 000;0;8 500 000;;;;;;;;;
Recherche et enseignement supérieur;190;14;6;60 000 000;60 000 000;0;60 000 000;65 700 000;64 000 000;0;64 000 000;;;;;;;;;
Recherche et enseignement supérieur;190;14;7;72 500 000;23 850 000;0;23 850 000;25 500 000;23 850 000;0;23 850 000;;;;;;;;;
Recherche et enseignement supérieur;190;15;3;249 000 000;309 000 000;0;309 000 000;249 000 000;309 000 000;0;309 000 000;;;;;;;;;
Recherche et enseignement supérieur;191;01;3;11 808 299;11 808 299;0;11 808 299;11 808 299;11 808 299;0;11 808 299;;;;;;;;;
Recherche et enseignement supérieur;191;02;3;3 505 888;3 505 888;0;3 505 888;3 505 888;3 505 888;0;3 505 888;;;;;;;;;
Recherche et enseignement supérieur;191;03;7;158 862 924;159 416 714;0;159 416 714;158 862 924;159 416 714;0;159 416 714;;;;;;;;;
Recherche et enseignement supérieur;191;04;3;18 021 634;18 137 844;0;18 137 844;18 021 634;18 137 844;0;18 137 844;;;;;;;;;
Recherche et enseignement supérieur;192;01;2;100 024 394;101 080 405;0;101 080 405;100 024 394;101 080 405;0;101 080 405;;;;;;;;;
Recherche et enseignement supérieur;192;01;3;201 022 175;199 648 105;0;199 648 105;201 022 175;199 648 105;0;199 648 105;;;;;;;;;
Recherche et enseignement supérieur;192;01;6;4 617 787;4 952 998;0;4 952 998;4 617 787;4 952 998;0;4 952 998;;;;;;;;;
Recherche et enseignement supérieur;192;01;7;0;0;0;0;40 000;0;0;0;;;;;;;;;
Recherche et enseignement supérieur;192;02;3;14 857 635;14 314 798;0;14 314 798;14 857 635;14 314 798;0;14 314 798;;;;;;;;;
Recherche et enseignement supérieur;192;02;6;362 798 579;371 596 588;0;371 596 588;362 798 579;371 596 588;0;371 596 588;;;;;;;;;
Recherche et enseignement supérieur;192;03;6;265 389 112;279 210 000;0;279 210 000;322 362 445;300 343 253;0;300 343 253;;;;;;;;;
Recherche et enseignement supérieur;193;01;3;72 915 276;72 138 089;0;72 138 089;72 915 276;72 138 089;0;72 138 089;;;;;;;;;
Recherche et enseignement supérieur;193;01;6;107 508 943;109 187 668;0;109 187 668;107 508 943;109 187 668;0;109 187 668;;;;;;;;;
Recherche et enseignement supérieur;193;02;3;169 163 440;167 360 365;0;167 360 365;169 163 440;167 360 365;0;167 360 365;;;;;;;;;
Recherche et enseignement supérieur;193;02;6;108 708 478;110 399 638;0;110 399 638;108 708 478;110 399 638;0;110 399 638;;;;;;;;;
Recherche et enseignement supérieur;193;03;3;29 749 433;29 432 341;0;29 432 341;29 749 433;29 432 341;0;29 432 341;;;;;;;;;
Recherche et enseignement supérieur;193;03;6;86 292 926;87 635 906;0;87 635 906;86 292 926;87 635 906;0;87 635 906;;;;;;;;;
Recherche et enseignement supérieur;193;04;3;136 497 396;135 042 500;0;135 042 500;136 497 396;135 042 500;0;135 042 500;;;;;;;;;
Recherche et enseignement supérieur;193;04;6;367 099 554;372 807 219;0;372 807 219;367 099 554;372 807 219;0;372 807 219;;;;;;;;;
Recherche et enseignement supérieur;193;05;3;116 664 441;115 420 941;0;115 420 941;116 664 441;115 420 941;0;115 420 941;;;;;;;;;
Recherche et enseignement supérieur;193;05;6;103 670 634;105 287 184;0;105 287 184;103 670 634;105 287 184;0;105 287 184;;;;;;;;;
Recherche et enseignement supérieur;193;06;3;58 332 221;57 710 471;0;57 710 471;58 332 221;57 710 471;0;57 710 471;;;;;;;;;
Recherche et enseignement supérieur;193;06;6;25 719 465;26 117 385;0;26 117 385;25 719 465;26 117 385;0;26 117 385;;;;;;;;;
Recherche et enseignement supérieur;193;07;6;30 700 000;42 568 853;0;42 568 853;30 700 000;42 568 853;0;42 568 853;;;;;;;;;
Recherche et enseignement supérieur;231;01;3;26 820 137;26 820 137;0;26 820 137;26 820 137;26 820 137;0;26 820 137;;;;;;;;;
Recherche et enseignement supérieur;231;01;6;1 868 575 735;2 026 399 820;0;2 026 399 820;1 868 575 735;2 026 399 820;0;2 026 399 820;;;;;;;;;
Recherche et enseignement supérieur;231;01;7;0;0;0;0;0;0;0;0;;;;;;;;;
Recherche et enseignement supérieur;231;02;3;157 079 648;150 460 979;0;150 460 979;157 079 648;150 460 979;0;150 460 979;;;;;;;;;
Recherche et enseignement supérieur;231;02;5;7 430 000;0;0;0;20 158 500;9 586 000;0;9 586 000;;;;;;;;;
Recherche et enseignement supérieur;231;02;6;5 963 756;5 963 756;0;5 963 756;5 963 756;5 963 756;0;5 963 756;;;;;;;;;
Recherche et enseignement supérieur;231;02;7;93 588 706;93 588 706;0;93 588 706;93 588 706;93 588 706;0;93 588 706;;;;;;;;;
Recherche et enseignement supérieur;231;03;3;54 174 679;54 024 679;0;54 024 679;54 174 679;54 024 679;0;54 024 679;;;;;;;;;
Recherche et enseignement supérieur;231;03;6;8 445 972;8 244 472;0;8 244 472;8 445 972;8 244 472;0;8 244 472;;;;;;;;;
Recherche et enseignement supérieur;231;04;3;87 709 231;87 898 681;0;87 898 681;87 709 231;87 898 681;0;87 898 681;;;;;;;;;
Recherche et enseignement supérieur;231;04;7;2 631 461;2 631 461;0;2 631 461;2 631 461;2 631 461;0;2 631 461;;;;;;;;;
Recherche et enseignement supérieur;409;01;6;0;200 000 000;0;200 000 000;0;200 000 000;0;200 000 000;;;;;;;;;
Recherche et enseignement supérieur;409;01;7;0;165 000 000;0;165 000 000;0;165 000 000;0;165 000 000;;;;;;;;;
Recherche et enseignement supérieur;409;02;7;0;3 100 000 000;0;3 100 000 000;0;3 100 000 000;0;3 100 000 000;;;;;;;;;
Recherche et enseignement supérieur;409;03;6;0;150 000 000;0;150 000 000;0;150 000 000;0;150 000 000;;;;;;;;;
Recherche et enseignement supérieur;409;04;6;0;50 000 000;0;50 000 000;0;50 000 000;0;50 000 000;;;;;;;;;
Recherche et enseignement supérieur;409;05;3;0;100 000 000;0;100 000 000;0;100 000 000;0;100 000 000;;;;;;;;;
Recherche et enseignement supérieur;409;05;6;0;250 000 000;0;250 000 000;0;250 000 000;0;250 000 000;;;;;;;;;
Recherche et enseignement supérieur;409;05;7;0;50 000 000;0;50 000 000;0;50 000 000;0;50 000 000;;;;;;;;;
Recherche et enseignement supérieur;409;06;6;0;50 000 000;0;50 000 000;0;50 000 000;0;50 000 000;;;;;;;;;
Recherche et enseignement supérieur;410;01;6;0;150 000 000;0;150 000 000;0;150 000 000;0;150 000 000;;;;;;;;;
Recherche et enseignement supérieur;410;01;7;0;1 070 000 000;0;1 070 000 000;0;1 070 000 000;0;1 070 000 000;;;;;;;;;
Régimes sociaux et de retraite;195;01;6;1 348 927 830;1 384 849 057;0;1 384 849 057;1 348 927 830;1 384 849 057;0;1 384 849 057;;;;;;;;;
Régimes sociaux et de retraite;195;02;6;165 510 000;168 017 175;0;168 017 175;165 510 000;168 017 175;0;168 017 175;;;;;;;;;
Régimes sociaux et de retraite;195;03;6;70 000;26 000;0;26 000;70 000;26 000;0;26 000;;;;;;;;;
Régimes sociaux et de retraite;195;04;6;3 900 000;3 400 000;0;3 400 000;3 900 000;3 400 000;0;3 400 000;;;;;;;;;
Régimes sociaux et de retraite;195;07;6;520 000;460 000;0;460 000;520 000;460 000;0;460 000;;;;;;;;;
Régimes sociaux et de retraite;197;01;3;10 692 000;10 788 170;0;10 788 170;10 692 000;10 788 170;0;10 788 170;;;;;;;;;
Régimes sociaux et de retraite;197;01;6;823 148 000;814 709 373;0;814 709 373;823 148 000;814 709 373;0;814 709 373;;;;;;;;;
Régimes sociaux et de retraite;197;03;3;1 090 000;0;0;0;1 090 000;0;0;0;;;;;;;;;
Régimes sociaux et de retraite;197;03;6;5 070 000;0;0;0;5 070 000;0;0;0;;;;;;;;;
Régimes sociaux et de retraite;198;03;6;3 408 820 790;3 362 550 568;0;3 362 550 568;3 408 820 790;3 362 550 568;0;3 362 550 568;;;;;;;;;
Régimes sociaux et de retraite;198;04;6;614 570 179;634 140 000;0;634 140 000;614 570 179;634 140 000;0;634 140 000;;;;;;;;;
Régimes sociaux et de retraite;198;05;6;160 970 000;155 349 031;0;155 349 031;160 970 000;155 349 031;0;155 349 031;;;;;;;;;
Relations avec les collectivités territoriales;119;01;6;709 317 377;710 469 247;0;710 469 247;676 348 998;649 779 990;0;649 779 990;;;;;;;;;
Relations avec les collectivités territoriales;119;02;6;130 308 258;130 308 258;0;130 308 258;130 308 258;130 308 258;0;130 308 258;;;;;;;;;
Relations avec les collectivités territoriales;120;01;6;219 455 969;224 455 969;0;224 455 969;219 455 969;224 455 969;0;224 455 969;;;;;;;;;
Relations avec les collectivités territoriales;120;02;6;268 825 357;269 362 728;0;269 362 728;268 825 357;269 362 728;0;269 362 728;;;;;;;;;
Relations avec les collectivités territoriales;121;02;6;906 132 861;920 946 577;0;920 946 577;906 132 861;920 946 577;0;920 946 577;;;;;;;;;
Relations avec les collectivités territoriales;122;01;6;137 211 357;19 100 000;0;19 100 000;159 083 628;31 105 825;0;31 105 825;;;;;;;;;
Relations avec les collectivités territoriales;122;02;3;812 500;762 500;0;762 500;812 500;762 500;0;762 500;;;;;;;;;
Relations avec les collectivités territoriales;122;02;5;1 900 000;1 600 000;0;1 600 000;1 900 000;1 600 000;0;1 600 000;;;;;;;;;
Relations avec les collectivités territoriales;122;02;6;0;0;0;0;0;0;0;0;;;;;;;;;
Relations avec les collectivités territoriales;122;03;6;221 497 608;221 547 608;0;221 547 608;221 497 608;221 547 608;0;221 547 608;;;;;;;;;
Relations avec les collectivités territoriales;122;04;6;153 333 122;143 979 389;0;143 979 389;153 333 122;143 979 389;0;143 979 389;;;;;;;;;
Remboursements et dégrèvements;200;11;6;65 050 000 000;63 950 000 000;0;63 950 000 000;65 050 000 000;63 950 000 000;0;63 950 000 000;;;;;;;;;
Remboursements et dégrèvements;200;12;6;6 632 540 000;13 846 300 000;0;13 846 300 000;6 632 540 000;13 846 300 000;0;13 846 300 000;;;;;;;;;
Remboursements et dégrèvements;200;13;3;3 344 769 000;3 420 143 000;0;3 420 143 000;3 344 769 000;3 420 143 000;0;3 420 143 000;;;;;;;;;
Remboursements et dégrèvements;200;13;6;10 213 282 000;9 406 541 000;0;9 406 541 000;10 213 282 000;9 406 541 000;0;9 406 541 000;;;;;;;;;
Remboursements et dégrèvements;201;01;6;5 979 000 000;6 358 000 000;0;6 358 000 000;5 979 000 000;6 358 000 000;0;6 358 000 000;;;;;;;;;
Remboursements et dégrèvements;201;02;6;856 900 000;912 258 000;0;912 258 000;856 900 000;912 258 000;0;912 258 000;;;;;;;;;
Remboursements et dégrèvements;201;03;6;3 697 000 000;3 641 816 000;0;3 641 816 000;3 697 000 000;3 641 816 000;0;3 641 816 000;;;;;;;;;
Remboursements et dégrèvements;201;04;6;390 000 000;405 000 000;0;405 000 000;390 000 000;405 000 000;0;405 000 000;;;;;;;;;
Santé;183;02;6;588 000 000;605 000 000;0;605 000 000;588 000 000;605 000 000;0;605 000 000;;;;;;;;;
Santé;183;03;6;0;0;0;0;0;0;0;0;;;;;;;;;
Santé;204;11;3;76 033 893;78 836 289;0;78 836 289;75 998 893;78 836 289;0;78 836 289;;;;;;;;;
Santé;204;11;6;8 982 000;7 063 451;0;7 063 451;9 002 000;7 063 451;0;7 063 451;;;;;;;;;
Santé;204;12;3;24 470 000;24 280 000;0;24 280 000;24 420 000;24 170 000;0;24 170 000;;;;;;;;;
Santé;204;12;6;1 698 200;1 429 538;0;1 429 538;1 918 200;1 539 538;0;1 539 538;;;;;;;;;
Santé;204;13;3;1 620 000;1 639 923;0;1 639 923;1 650 000;1 599 923;0;1 599 923;;;;;;;;;
Santé;204;13;6;8 353 000;7 910 000;0;7 910 000;8 323 000;7 950 000;0;7 950 000;;;;;;;;;
Santé;204;14;3;59 690 000;59 070 000;0;59 070 000;59 490 000;59 140 000;0;59 140 000;;;;;;;;;
Santé;204;14;6;7 326 000;7 238 858;0;7 238 858;7 356 000;7 168 858;0;7 168 858;;;;;;;;;
Santé;204;15;3;16 720 000;14 750 000;0;14 750 000;16 720 000;14 750 000;0;14 750 000;;;;;;;;;
Santé;204;15;6;4 926 000;6 881 039;0;6 881 039;4 926 000;6 881 039;0;6 881 039;;;;;;;;;
Santé;204;16;3;20 370 000;18 191 188;0;18 191 188;20 370 000;18 191 188;0;18 191 188;;;;;;;;;
Santé;204;16;6;0;60 000;0;60 000;0;60 000;0;60 000;;;;;;;;;
