Node index;Type mission;Code type mission;Mission;Code mission;Programme;Code programme;Action;Code action;Sous-action;Code sous-action
585;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Fonction publique;148;Appui ressources humaines et apprentissage;03;;;
586;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Fiscalité des grandes entreprises;01;;;
587;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Fiscalité des PME;02;;;
588;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Fiscalité des particuliers et fiscalité directe locale;03;;;
589;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Gestion financière de l'État hors fiscalité;05;;;
590;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Gestion des pensions;06;;;
591;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Gestion financière du secteur public local hors fiscalité;07;;;
592;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Gestion des fonds déposés;08;;;
593;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Soutien;09;;;
594;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Conduite et pilotage des politiques économiques et financières;218;Etat-major et politiques transversales;01;;;
595;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Conduite et pilotage des politiques économiques et financières;218;Expertise, audit, évaluation et contrôle;02;;;
596;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Conduite et pilotage des politiques économiques et financières;218;Prestations d'appui et support;05;;;
597;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Conduite et pilotage des politiques économiques et financières;218;Pilotage des finances publiques et projets interministériels;07;;;
598;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Facilitation et sécurisation des échanges;302;Surveillance douanière des flux de personnes et de marchandises et lutte contre la grande fraude douanière.;01;;;
599;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Facilitation et sécurisation des échanges;302;Préservation de la sécurité et de la sûreté de l'espace national et européen;03;;;
600;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Facilitation et sécurisation des échanges;302;Promotion des échanges internationaux et qualité du dédouanement;04;;;
601;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Facilitation et sécurisation des échanges;302;Fiscalité douanière, énergétique et environnementale;05;;;
602;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Facilitation et sécurisation des échanges;302;Soutien des services opérationnels;06;;;
603;Budget général;1;Immigration, asile et intégration;IA;Intégration et accès à la nationalité française;104;Accueil des étrangers primo arrivants;11;;;
604;Budget général;1;Immigration, asile et intégration;IA;Intégration et accès à la nationalité française;104;Actions d'accompagnement des étrangers en situation régulière;12;;;
605;Budget général;1;Immigration, asile et intégration;IA;Intégration et accès à la nationalité française;104;Accès à la nationalité française;14;;;
606;Budget général;1;Immigration, asile et intégration;IA;Intégration et accès à la nationalité française;104;Accompagnement des réfugiés;15;;;
607;Budget général;1;Immigration, asile et intégration;IA;Intégration et accès à la nationalité française;104;Accompagnement du plan de traitement des foyers de  travailleurs migrants;16;;;
608;Budget général;1;Immigration, asile et intégration;IA;Immigration et asile;303;Circulation des étrangers et politique des visas;01;;;
609;Budget général;1;Immigration, asile et intégration;IA;Immigration et asile;303;Garantie de l'exercice du droit d'asile;02;;;
610;Budget général;1;Immigration, asile et intégration;IA;Immigration et asile;303;Lutte contre l'immigration irrégulière;03;;;
611;Budget général;1;Immigration, asile et intégration;IA;Immigration et asile;303;Soutien;04;;;
612;Budget général;1;Investissements d'avenir;AV;Soutien des progrès de l'enseignement et de la recherche;421;Nouveaux cursus à l'université;01;;;
613;Budget général;1;Investissements d'avenir;AV;Soutien des progrès de l'enseignement et de la recherche;421;Programmes prioritaires de recherche;02;;;
614;Budget général;1;Investissements d'avenir;AV;Soutien des progrès de l'enseignement et de la recherche;421;Équipements structurants de recherche;03;;;
615;Budget général;1;Investissements d'avenir;AV;Soutien des progrès de l'enseignement et de la recherche;421;Soutien des grandes universités de recherche;04;;;
616;Budget général;1;Investissements d'avenir;AV;Soutien des progrès de l'enseignement et de la recherche;421;Constitution d'écoles universitaires de recherche;05;;;
617;Budget général;1;Investissements d'avenir;AV;Soutien des progrès de l'enseignement et de la recherche;421;Créations expérimentales de sociétés universitaires et scientifiques;06;;;
618;Budget général;1;Investissements d'avenir;AV;Soutien des progrès de l'enseignement et de la recherche;421;Territoires d'innovation pédagogique;07;;;
619;Budget général;1;Investissements d'avenir;AV;Valorisation de la recherche;422;Intégration des SATT, incubateurs et accélérateurs;01;;;
620;Budget général;1;Investissements d'avenir;AV;Valorisation de la recherche;422;Fonds national post-maturation "Frontier venture";02;;;
621;Budget général;1;Investissements d'avenir;AV;Valorisation de la recherche;422;Démonstrateurs et territoires d'innovation de grande ambition;03;;;
622;Budget général;1;Investissements d'avenir;AV;Valorisation de la recherche;422;Nouveaux écosystèmes d'innovation;04;;;
623;Budget général;1;Investissements d'avenir;AV;Valorisation de la recherche;422;Accélération du développement des écosystèmes d'innovation performants;05;;;
624;Budget général;1;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Soutien à l'innovation collaborative;01;;;
625;Budget général;1;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Accompagnement et transformation des filières;02;;;
626;Budget général;1;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Industrie du futur;03;;;
627;Budget général;1;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Adaptation et qualification de la main d'oeuvre;04;;;
628;Budget général;1;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Concours d'innovation;05;;;
629;Budget général;1;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Fonds national d'amorçage n° 2;06;;;
630;Budget général;1;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Fonds à l'internationalisation des PME;07;;;
631;Budget général;1;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Fonds de fonds "Multicap Croissance" n° 2;08;;;
632;Budget général;1;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Grands défis;09;;;
633;Budget général;1;Justice;JA;Accès au droit et à la justice;101;Aide juridictionnelle;01;;;
634;Budget général;1;Justice;JA;Accès au droit et à la justice;101;Développement de l'accès au droit et du réseau judiciaire de proximité;02;;;
635;Budget général;1;Justice;JA;Accès au droit et à la justice;101;Aide aux victimes;03;;;
636;Budget général;1;Justice;JA;Accès au droit et à la justice;101;Médiation familiale et espaces de rencontre;04;;;
637;Budget général;1;Justice;JA;Accès au droit et à la justice;101;Indemnisation des avoués;05;;;
638;Budget général;1;Justice;JA;Administration pénitentiaire;107;Garde et contrôle des personnes placées sous main de justice;01;;;
639;Budget général;1;Justice;JA;Administration pénitentiaire;107;Accueil et accompagnement des personnes placées sous main de justice;02;;;
